episodio,recompensa,sucesso,epsilon
601,308.3606797749979,1,0.05
602,474.3606797749979,1,0.05
603,-4063.6039219456297,1,0.05
604,-71.53690757654431,1,0.05
605,-1392.583592135001,1,0.05
606,474.2344855372474,1,0.05
607,-7524.47389077152,1,0.05
608,-472.5599097066612,1,0.05
609,-1218.9634309426337,1,0.05
610,-273.94122726814726,1,0.05
611,-388.7684537882719,1,0.05
612,-595.5927933776513,1,0.05
613,-620.6761924206189,1,0.05
614,-8655.857864376268,1,0.05
615,-762.8941092855064,1,0.05
616,424.8062484748657,1,0.05
617,-915.577794898144,1,0.05
618,488.0555127546399,1,0.05
619,-152.36669234721603,1,0.05
620,-194.39101237047043,1,0.05
621,420.0555127546399,1,0.05
622,365.62277660168377,1,0.05
623,177.6333076527839,1,0.05
624,-6167.900248757761,1,0.05
625,105.73592452822635,1,0.05
626,341.7359245282264,1,0.05
627,-1416.1502823096578,1,0.05
628,-466.37950064818654,1,0.05
629,463.3954312071844,1,0.05
630,484.5253530032641,1,0.05
631,-1529.8099537805424,1,0.05
632,484.6356421265527,1,0.05
633,-83.00980486407195,1,0.05
634,490.0,1,0.05
635,-1170.817479436052,1,0.05
636,-6273.058178892835,1,0.05
637,484.6833281282527,1,0.05
638,-1525.5075774975294,1,0.05
639,488.0997512422418,1,0.05
640,-1201.9524079167427,1,0.05
641,40.2842712474619,1,0.05
642,-266.79784952452326,1,0.05
643,-13800.197333551343,0,0.05
644,490.0,1,0.05
645,-2265.5075774975294,1,0.05
646,438.3310501211929,1,0.05
647,-673.9565422671151,1,0.05
648,479.30495168499704,1,0.05
649,197.60898762952968,1,0.05
650,437.6988664825584,1,0.05
651,486.3606797749979,1,0.05
652,-1615.94448724536,1,0.05
653,-3425.58512625236,1,0.05
654,-600.7983051151757,1,0.05
655,-8651.364357873448,1,0.05
656,488.0768096208106,1,0.05
657,-315.1981308819346,1,0.05
658,-15016.470353879533,0,0.05
659,-2106.940071827717,1,0.05
